5613, jungle, byg:crag_gardens, WATER_AMBIENT, aquaculture:arapaima,10,1,1
6266, plains, byg:temperate_grove, WATER_AMBIENT, aquaculture:catfish,10,1,1
8331, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:catfish,10,1,1
8099, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:catfish,10,1,1
8189, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
8411, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
784, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
879, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
3956, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:catfish,10,1,1
696, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
605, forest, minecraft:forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
4026, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:catfish,10,1,1
2378, mountain, minecraft:meadow, WATER_AMBIENT, aquaculture:catfish,10,1,1
3886, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:catfish,10,1,1
967, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
1050, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:catfish,10,1,1
1136, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:catfish,10,1,1
119, plains, minecraft:plains, WATER_AMBIENT, aquaculture:catfish,10,1,1
2857, river, minecraft:river, WATER_AMBIENT, aquaculture:catfish,10,1,1
1387, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:catfish,10,1,1
1475, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:catfish,10,1,1
2778, mountain, minecraft:stony_peaks, WATER_AMBIENT, aquaculture:catfish,10,1,1
205, plains, minecraft:sunflower_plains, WATER_AMBIENT, aquaculture:catfish,10,1,1
514, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:catfish,10,1,1
1219, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:catfish,10,1,1
1717, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:catfish,10,1,1
1639, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:catfish,10,1,1
1557, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:catfish,10,1,1
4476, plains, byg:allium_fields, WATER_AMBIENT, aquaculture:gar,10,1,2
4561, plains, byg:amaranth_fields, WATER_AMBIENT, aquaculture:gar,10,1,2
4646, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:gar,10,1,2
4735, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
7245, forest, byg:autumnal_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
7327, taiga, byg:autumnal_taiga, WATER_AMBIENT, aquaculture:gar,10,1,2
5015, swamp, byg:bayou, WATER_AMBIENT, aquaculture:gar,10,1,2
5093, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
5178, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:gar,10,1,2
5265, extreme_hills, byg:canadian_shield, WATER_AMBIENT, aquaculture:gar,10,1,2
5354, forest, byg:cherry_blossom_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
5439, forest, byg:cika_woods, WATER_AMBIENT, aquaculture:gar,10,1,2
6640, plains, byg:coconino_meadow, WATER_AMBIENT, aquaculture:gar,10,1,2
5521, taiga, byg:coniferous_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
5697, swamp, byg:cypress_swamplands, WATER_AMBIENT, aquaculture:gar,10,1,2
5894, extreme_hills, byg:dacite_ridges, WATER_AMBIENT, aquaculture:gar,10,1,2
6101, forest, byg:ebony_woods, WATER_AMBIENT, aquaculture:gar,10,1,2
6184, forest, byg:forgotten_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
7958, forest, byg:fragment_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
6487, jungle, byg:jacaranda_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
6560, taiga, byg:maple_taiga, WATER_AMBIENT, aquaculture:gar,10,1,2
6843, plains, byg:orchard, WATER_AMBIENT, aquaculture:gar,10,1,2
7012, forest, byg:red_oak_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
7719, forest, byg:redwood_thicket, WATER_AMBIENT, aquaculture:gar,10,1,2
7165, plains, byg:rose_fields, WATER_AMBIENT, aquaculture:gar,10,1,2
7630, extreme_hills, byg:skyris_vale, WATER_AMBIENT, aquaculture:gar,10,1,2
6267, plains, byg:temperate_grove, WATER_AMBIENT, aquaculture:gar,10,1,2
8332, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:gar,10,1,2
8100, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:gar,10,1,2
8190, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
8412, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
785, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
880, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
3957, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:gar,10,1,2
697, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
606, forest, minecraft:forest, WATER_AMBIENT, aquaculture:gar,10,1,2
4027, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:gar,10,1,2
2379, mountain, minecraft:meadow, WATER_AMBIENT, aquaculture:gar,10,1,2
3887, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:gar,10,1,2
968, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
1051, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:gar,10,1,2
1137, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:gar,10,1,2
120, plains, minecraft:plains, WATER_AMBIENT, aquaculture:gar,10,1,2
2858, river, minecraft:river, WATER_AMBIENT, aquaculture:gar,10,1,2
1388, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:gar,10,1,2
1476, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:gar,10,1,2
2779, mountain, minecraft:stony_peaks, WATER_AMBIENT, aquaculture:gar,10,1,2
206, plains, minecraft:sunflower_plains, WATER_AMBIENT, aquaculture:gar,10,1,2
515, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:gar,10,1,2
1220, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:gar,10,1,2
1718, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:gar,10,1,2
1640, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:gar,10,1,2
1558, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:gar,10,1,2
9225, the_end, byg:imparius_grove,WATER_AMBIENT, aquaculture:jellyfish,20,1,3
5770, ocean, byg:lush_stacks, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3014, beach, minecraft:beach, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3602, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3679, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3836, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3384, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3526, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3759, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3311, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3455, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3094, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3168, beach, minecraft:stony_shore, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
3238, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
4478, plains, byg:allium_fields, WATER_AMBIENT, aquaculture:minnow,18,1,5
4563, plains, byg:amaranth_fields, WATER_AMBIENT, aquaculture:minnow,18,1,5
4648, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:minnow,18,1,5
4737, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
7247, forest, byg:autumnal_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
7329, taiga, byg:autumnal_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
5017, swamp, byg:bayou, WATER_AMBIENT, aquaculture:minnow,18,1,5
5095, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
5180, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:minnow,18,1,5
5267, extreme_hills, byg:canadian_shield, WATER_AMBIENT, aquaculture:minnow,18,1,5
5356, forest, byg:cherry_blossom_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
5441, forest, byg:cika_woods, WATER_AMBIENT, aquaculture:minnow,18,1,5
6642, plains, byg:coconino_meadow, WATER_AMBIENT, aquaculture:minnow,18,1,5
5523, taiga, byg:coniferous_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
5699, swamp, byg:cypress_swamplands, WATER_AMBIENT, aquaculture:minnow,18,1,5
5896, extreme_hills, byg:dacite_ridges, WATER_AMBIENT, aquaculture:minnow,18,1,5
6103, forest, byg:ebony_woods, WATER_AMBIENT, aquaculture:minnow,18,1,5
6186, forest, byg:forgotten_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
7960, forest, byg:fragment_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
7878, taiga, byg:frosted_coniferous_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
7800, taiga, byg:frosted_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
6489, jungle, byg:jacaranda_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
6562, taiga, byg:maple_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
6845, plains, byg:orchard, WATER_AMBIENT, aquaculture:minnow,18,1,5
7014, forest, byg:red_oak_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
7721, forest, byg:redwood_thicket, WATER_AMBIENT, aquaculture:minnow,18,1,5
7167, plains, byg:rose_fields, WATER_AMBIENT, aquaculture:minnow,18,1,5
7401, icy, byg:shattered_glacier, WATER_AMBIENT, aquaculture:minnow,18,1,5
7632, extreme_hills, byg:skyris_vale, WATER_AMBIENT, aquaculture:minnow,18,1,5
6269, plains, byg:temperate_grove, WATER_AMBIENT, aquaculture:minnow,18,1,5
8334, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:minnow,18,1,5
8102, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:minnow,18,1,5
8192, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
8414, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
787, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
882, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
3959, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:minnow,18,1,5
699, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
608, forest, minecraft:forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
2632, mountain, minecraft:frozen_peaks, WATER_AMBIENT, aquaculture:minnow,18,1,5
2938, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:minnow,18,1,5
2471, forest, minecraft:grove, WATER_AMBIENT, aquaculture:minnow,18,1,5
355, icy, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:minnow,18,1,5
2712, mountain, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:minnow,18,1,5
4029, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:minnow,18,1,5
2381, mountain, minecraft:meadow, WATER_AMBIENT, aquaculture:minnow,18,1,5
3889, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:minnow,18,1,5
970, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
1053, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
1139, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
122, plains, minecraft:plains, WATER_AMBIENT, aquaculture:minnow,18,1,5
2860, river, minecraft:river, WATER_AMBIENT, aquaculture:minnow,18,1,5
1390, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:minnow,18,1,5
1478, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:minnow,18,1,5
282, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:minnow,18,1,5
2552, mountain, minecraft:snowy_slopes, WATER_AMBIENT, aquaculture:minnow,18,1,5
1306, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
2781, mountain, minecraft:stony_peaks, WATER_AMBIENT, aquaculture:minnow,18,1,5
208, plains, minecraft:sunflower_plains, WATER_AMBIENT, aquaculture:minnow,18,1,5
517, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:minnow,18,1,5
1222, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
1720, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
1642, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:minnow,18,1,5
1560, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:minnow,18,1,5
4472, plains, byg:allium_fields, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
4557, plains, byg:amaranth_fields, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
4642, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
4731, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7241, forest, byg:autumnal_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7323, taiga, byg:autumnal_taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5011, swamp, byg:bayou, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5089, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5174, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5261, extreme_hills, byg:canadian_shield, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5350, forest, byg:cherry_blossom_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5435, forest, byg:cika_woods, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6636, plains, byg:coconino_meadow, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5517, taiga, byg:coniferous_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5693, swamp, byg:cypress_swamplands, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
5890, extreme_hills, byg:dacite_ridges, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6097, forest, byg:ebony_woods, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6180, forest, byg:forgotten_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7954, forest, byg:fragment_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7875, taiga, byg:frosted_coniferous_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7797, taiga, byg:frosted_taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6483, jungle, byg:jacaranda_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6556, taiga, byg:maple_taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6839, plains, byg:orchard, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7008, forest, byg:red_oak_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7715, forest, byg:redwood_thicket, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7161, plains, byg:rose_fields, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7398, icy, byg:shattered_glacier, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
7626, extreme_hills, byg:skyris_vale, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
6263, plains, byg:temperate_grove, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
8328, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
8096, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
8186, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
8408, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
781, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
876, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
3953, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
693, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
602, forest, minecraft:forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2629, mountain, minecraft:frozen_peaks, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2934, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2468, forest, minecraft:grove, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
352, icy, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2709, mountain, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
4023, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2375, mountain, minecraft:meadow, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
3883, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
964, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1047, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1133, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
116, plains, minecraft:plains, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2854, river, minecraft:river, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
279, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
2549, mountain, minecraft:snowy_slopes, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1303, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
202, plains, minecraft:sunflower_plains, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
511, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1216, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1714, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1636, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
1554, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:muskellunge,10,1,1
3597, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,10,1,1
3674, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,10,1,1
3831, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,10,1,1
3754, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,10,1,1
3089, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pacific_halibut,10,1,1
4474, plains, byg:allium_fields, WATER_AMBIENT, aquaculture:perch,20,1,6
4559, plains, byg:amaranth_fields, WATER_AMBIENT, aquaculture:perch,20,1,6
4644, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:perch,20,1,6
4733, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
7243, forest, byg:autumnal_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
7325, taiga, byg:autumnal_taiga, WATER_AMBIENT, aquaculture:perch,20,1,6
5013, swamp, byg:bayou, WATER_AMBIENT, aquaculture:perch,20,1,6
5091, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
5176, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:perch,20,1,6
5263, extreme_hills, byg:canadian_shield, WATER_AMBIENT, aquaculture:perch,20,1,6
5352, forest, byg:cherry_blossom_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
5437, forest, byg:cika_woods, WATER_AMBIENT, aquaculture:perch,20,1,6
6638, plains, byg:coconino_meadow, WATER_AMBIENT, aquaculture:perch,20,1,6
5519, taiga, byg:coniferous_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
5695, swamp, byg:cypress_swamplands, WATER_AMBIENT, aquaculture:perch,20,1,6
5892, extreme_hills, byg:dacite_ridges, WATER_AMBIENT, aquaculture:perch,20,1,6
6099, forest, byg:ebony_woods, WATER_AMBIENT, aquaculture:perch,20,1,6
6182, forest, byg:forgotten_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
7956, forest, byg:fragment_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
7876, taiga, byg:frosted_coniferous_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
7798, taiga, byg:frosted_taiga, WATER_AMBIENT, aquaculture:perch,20,1,6
6485, jungle, byg:jacaranda_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
6558, taiga, byg:maple_taiga, WATER_AMBIENT, aquaculture:perch,20,1,6
6841, plains, byg:orchard, WATER_AMBIENT, aquaculture:perch,20,1,6
7010, forest, byg:red_oak_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
7717, forest, byg:redwood_thicket, WATER_AMBIENT, aquaculture:perch,20,1,6
7163, plains, byg:rose_fields, WATER_AMBIENT, aquaculture:perch,20,1,6
7399, icy, byg:shattered_glacier, WATER_AMBIENT, aquaculture:perch,20,1,6
7628, extreme_hills, byg:skyris_vale, WATER_AMBIENT, aquaculture:perch,20,1,6
6265, plains, byg:temperate_grove, WATER_AMBIENT, aquaculture:perch,20,1,6
8330, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:perch,20,1,6
8098, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:perch,20,1,6
8188, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
8410, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
